2022/7/11,研发,8,信贷图谱V1.0（申请反欺诈）
2022/7/12,研发,8,信贷图谱V1.0（申请反欺诈）
2022/7/13,研发,8,信贷图谱V1.0（申请反欺诈）
2022/7/14,研发,6,信贷图谱V1.0（申请反欺诈）
2022/7/14,研发,2,建行亚洲反洗钱案例查证项目
2022/7/15,研发,8,信贷图谱V1.0（申请反欺诈）
2022/7/18,研发,0.89,信贷图谱V1.0（申请反欺诈）
2022/7/18,研发,7.11,建行亚洲反洗钱案例查证项目
2022/7/19,研发,8,建行亚洲反洗钱案例查证项目
2022/7/20,研发,1,信贷图谱V1.0（申请反欺诈）
2022/7/20,研发,7,建行亚洲反洗钱案例查证项目
2022/7/21,研发,8,建行亚洲反洗钱案例查证项目
2022/7/22,研发,8,建行亚洲反洗钱案例查证项目
2022/7/25,研发,4,建行亚洲反洗钱案例查证项目
2022/7/26,研发,4,建行亚洲反洗钱案例查证项目
2022/7/27,研发,8,建行亚洲反洗钱案例查证项目
2022/8/1,研发,2,建行亚洲反洗钱案例查证项目
2022/8/1,研发,6,云图平台V3.2
2022/8/2,研发,8,云图平台V3.2
2022/8/3,研发,8,云图平台V3.2
2022/8/4,研发,0,信贷图谱V1.0（申请反欺诈）
2022/8/4,研发,8,云图平台V3.2
2022/8/5,研发,2,云图平台V3.2
2022/8/8,研发,8,云图平台V3.1.1
2022/8/9,研发,7.11,云图平台V3.1.1
2022/8/9,研发,0.89,建行亚洲反洗钱案例查证一阶段八月份版本项目
2022/8/10,研发,8,云图平台V3.1.1
2022/8/11,研发,8,云图平台V3.1.1
2022/8/12,研发,8,云图平台V3.1.1
2022/8/15,研发,8,云图平台V3.1.1
2022/8/16,研发,8,云图平台V3.1.1
2022/8/17,研发,8,云图平台V3.1.1
2022/8/18,研发,8,建行亚洲反洗钱案例查证一阶段八月份版本项目
2022/8/19,研发,4.44,云图平台V3.1.1
2022/8/19,研发,3.56,建行亚洲反洗钱案例查证一阶段八月份版本项目
2022/8/23,研发,4,云图平台V3.2
2022/8/23,研发,2,云图平台V3.1.1
2022/8/23,研发,2,建行亚洲反洗钱案例查证一阶段八月份版本项目
2022/8/24,研发,8,云图平台V3.2
2022/8/24,研发,0,云图平台V3.1.1
2022/8/25,研发,4,云图平台V3.2
2022/8/26,研发,8,云图平台V3.2
2022/8/29,研发,8,云图平台V3.2
2022/8/30,研发,8,云图平台V3.2
2022/8/31,研发,8,云图平台V3.2
2022/9/1,研发,2,云图平台V3.2
2022/9/2,研发,0,云图平台V3.2
2022/9/6,研发,0,云图平台V3.2
2022/9/8,研发,1,云图平台V3.2
2022/9/9,研发,1,云图平台V3.2
2022/9/13,研发,1,云图平台V3.2
2022/9/16,研发,0,云图平台V3.2
2022/9/23,研发,4,云图平台V3.2.2
2022/9/26,研发,2,云图平台V3.2.2
2022/9/28,研发,4,云图平台V3.2.2
2022/9/29,研发,1,云图平台V3.2.2
2022/10/8,研发,5,云图平台V3.2.2
2022/10/9,研发,8,云图平台V3.2.2
2022/10/10,研发,8,云图平台V3.2.2
2022/10/11,研发,8,云图平台V3.2.2
2022/10/12,研发,8,云图平台V3.2.2
2022/10/13,研发,0,模糊匹配
2022/10/13,研发,8,云图平台V3.2.2
2022/10/14,研发,8,云图平台V3.2.2
2022/10/17,研发,8,云图平台V3.2.2
2022/10/18,研发,7.11,云图平台V3.2.2
2022/10/19,研发,8,云图平台V3.2.2
2022/10/20,研发,8,云图平台V3.2.2
2022/10/21,研发,8,云图平台V3.2.2
,,842.49,
,,4.786875,
